"","stressor.year","stressor.months","stressor.state","stressor.stressor","stressor.stress_pct"
"5683",2020,"January-March","Georgia","Varroa mites",50.9
"5684",2020,"January-March","Georgia","Other pests/parasites",3.4
"5685",2020,"January-March","Georgia","Disesases",0.2
"5686",2020,"January-March","Georgia","Pesticides",0.3
"5687",2020,"January-March","Georgia","Other",0.4
"5688",2020,"January-March","Georgia","Unknown",7.5
"5689",2020,"January-March","Hawaii","Varroa mites",75.3
"5690",2020,"January-March","Hawaii","Other pests/parasites",60.8
"5691",2020,"January-March","Hawaii","Disesases",0.1
"5692",2020,"January-March","Hawaii","Pesticides",NA
"5693",2020,"January-March","Hawaii","Other",0.2
"5694",2020,"January-March","Hawaii","Unknown",0.2
"5695",2020,"January-March","Idaho","Varroa mites",10.4
"5696",2020,"January-March","Idaho","Other pests/parasites",0.8
"5697",2020,"January-March","Idaho","Disesases",0.1
"5698",2020,"January-March","Idaho","Pesticides",2.8
"5699",2020,"January-March","Idaho","Other",2.1
"5700",2020,"January-March","Idaho","Unknown",1.9
"5701",2020,"January-March","Illinois","Varroa mites",17.2
"5702",2020,"January-March","Illinois","Other pests/parasites",8.9
"5703",2020,"January-March","Illinois","Disesases",0.2
"5704",2020,"January-March","Illinois","Pesticides",NA
"5705",2020,"January-March","Illinois","Other",7.3
"5706",2020,"January-March","Illinois","Unknown",10
"5707",2020,"January-March","Indiana","Varroa mites",8.2
"5708",2020,"January-March","Indiana","Other pests/parasites",0.5
"5709",2020,"January-March","Indiana","Disesases",0.1
"5710",2020,"January-March","Indiana","Pesticides",2.9
"5711",2020,"January-March","Indiana","Other",1.9
"5712",2020,"January-March","Indiana","Unknown",6.2
"5713",2020,"January-March","Iowa","Varroa mites",22.3
"5714",2020,"January-March","Iowa","Other pests/parasites",1.9
"5715",2020,"January-March","Iowa","Disesases",NA
"5716",2020,"January-March","Iowa","Pesticides",0.2
"5717",2020,"January-March","Iowa","Other",5.7
"5718",2020,"January-March","Iowa","Unknown",5.5
"5719",2020,"January-March","Kansas","Varroa mites",13.3
"5720",2020,"January-March","Kansas","Other pests/parasites",8.1
"5721",2020,"January-March","Kansas","Disesases",7.8
"5722",2020,"January-March","Kansas","Pesticides",7.8
"5723",2020,"January-March","Kansas","Other",3.1
"5724",2020,"January-March","Kansas","Unknown",11.3
"5725",2020,"January-March","Kentucky","Varroa mites",17.4
"5726",2020,"January-March","Kentucky","Other pests/parasites",2.6
"5727",2020,"January-March","Kentucky","Disesases",2
"5728",2020,"January-March","Kentucky","Pesticides",0.3
"5729",2020,"January-March","Kentucky","Other",7.6
"5730",2020,"January-March","Kentucky","Unknown",6.5
"5731",2020,"January-March","Louisiana","Varroa mites",26.5
"5732",2020,"January-March","Louisiana","Other pests/parasites",7
"5733",2020,"January-March","Louisiana","Disesases",0.7
"5734",2020,"January-March","Louisiana","Pesticides",1.2
"5735",2020,"January-March","Louisiana","Other",1.4
"5736",2020,"January-March","Louisiana","Unknown",0.6
"5737",2020,"January-March","Maine","Varroa mites",19.6
"5738",2020,"January-March","Maine","Other pests/parasites",1.2
"5739",2020,"January-March","Maine","Disesases",0.7
"5740",2020,"January-March","Maine","Pesticides",NA
"5741",2020,"January-March","Maine","Other",2.2
"5742",2020,"January-March","Maine","Unknown",3
"5743",2020,"January-March","Maryland","Varroa mites",19.9
"5744",2020,"January-March","Maryland","Other pests/parasites",1.5
"5745",2020,"January-March","Maryland","Disesases",0.1
"5746",2020,"January-March","Maryland","Pesticides",NA
"5747",2020,"January-March","Maryland","Other",8.5
"5748",2020,"January-March","Maryland","Unknown",2.4
"5749",2020,"January-March","Massachusetts","Varroa mites",13.9
"5750",2020,"January-March","Massachusetts","Other pests/parasites",0.5
"5751",2020,"January-March","Massachusetts","Disesases",1.8
"5752",2020,"January-March","Massachusetts","Pesticides",0.3
"5753",2020,"January-March","Massachusetts","Other",4.5
"5754",2020,"January-March","Massachusetts","Unknown",2.2
"5755",2020,"January-March","Michigan","Varroa mites",8.1
"5756",2020,"January-March","Michigan","Other pests/parasites",0.5
"5757",2020,"January-March","Michigan","Disesases",0.2
"5758",2020,"January-March","Michigan","Pesticides",0.2
"5759",2020,"January-March","Michigan","Other",0.4
"5760",2020,"January-March","Michigan","Unknown",0.7
"5761",2020,"January-March","Minnesota","Varroa mites",3.5
"5762",2020,"January-March","Minnesota","Other pests/parasites",NA
"5763",2020,"January-March","Minnesota","Disesases",NA
"5764",2020,"January-March","Minnesota","Pesticides",0.2
"5765",2020,"January-March","Minnesota","Other",4.3
"5766",2020,"January-March","Minnesota","Unknown",0.3
"5767",2020,"January-March","Mississippi","Varroa mites",58.6
"5768",2020,"January-March","Mississippi","Other pests/parasites",50.9
"5769",2020,"January-March","Mississippi","Disesases",0.3
"5770",2020,"January-March","Mississippi","Pesticides",1.8
"5771",2020,"January-March","Mississippi","Other",14.5
"5772",2020,"January-March","Mississippi","Unknown",3.6
"5773",2020,"January-March","Missouri","Varroa mites",8.4
"5774",2020,"January-March","Missouri","Other pests/parasites",3.4
"5775",2020,"January-March","Missouri","Disesases",0.9
"5776",2020,"January-March","Missouri","Pesticides",1.6
"5777",2020,"January-March","Missouri","Other",2.1
"5778",2020,"January-March","Missouri","Unknown",3.4
"5779",2020,"January-March","Montana","Varroa mites",4
"5780",2020,"January-March","Montana","Other pests/parasites",NA
"5781",2020,"January-March","Montana","Disesases",NA
"5782",2020,"January-March","Montana","Pesticides",NA
"5783",2020,"January-March","Montana","Other",0.5
"5784",2020,"January-March","Montana","Unknown",NA
"5785",2020,"January-March","Nebraska","Varroa mites",2.2
"5786",2020,"January-March","Nebraska","Other pests/parasites",0.1
"5787",2020,"January-March","Nebraska","Disesases",0.1
"5788",2020,"January-March","Nebraska","Pesticides",NA
"5789",2020,"January-March","Nebraska","Other",0.3
"5790",2020,"January-March","Nebraska","Unknown",0.8
"5791",2020,"January-March","New Jersey","Varroa mites",9.4
"5792",2020,"January-March","New Jersey","Other pests/parasites",2.9
"5793",2020,"January-March","New Jersey","Disesases",0.5
"5794",2020,"January-March","New Jersey","Pesticides",0.1
"5795",2020,"January-March","New Jersey","Other",3.2
"5796",2020,"January-March","New Jersey","Unknown",2.3
"5797",2020,"January-March","New Mexico","Varroa mites",2.1
"5798",2020,"January-March","New Mexico","Other pests/parasites",NA
"5799",2020,"January-March","New Mexico","Disesases",NA
"5800",2020,"January-March","New Mexico","Pesticides",NA
"5801",2020,"January-March","New Mexico","Other",0.7
"5802",2020,"January-March","New Mexico","Unknown",0.2
"5803",2020,"January-March","New York","Varroa mites",6.6
"5804",2020,"January-March","New York","Other pests/parasites",2.9
"5805",2020,"January-March","New York","Disesases",NA
"5806",2020,"January-March","New York","Pesticides",NA
"5807",2020,"January-March","New York","Other",1.7
"5808",2020,"January-March","New York","Unknown",7.7
"5809",2020,"January-March","North Carolina","Varroa mites",35.7
"5810",2020,"January-March","North Carolina","Other pests/parasites",7.1
"5811",2020,"January-March","North Carolina","Disesases",4.8
"5812",2020,"January-March","North Carolina","Pesticides",0.6
"5813",2020,"January-March","North Carolina","Other",1.4
"5814",2020,"January-March","North Carolina","Unknown",5.1
"5815",2020,"January-March","North Dakota","Varroa mites",0.6
"5816",2020,"January-March","North Dakota","Other pests/parasites",NA
"5817",2020,"January-March","North Dakota","Disesases",NA
"5818",2020,"January-March","North Dakota","Pesticides",NA
"5819",2020,"January-March","North Dakota","Other",3.1
"5820",2020,"January-March","North Dakota","Unknown",NA
"5821",2020,"January-March","Ohio","Varroa mites",17.6
"5822",2020,"January-March","Ohio","Other pests/parasites",3.6
"5823",2020,"January-March","Ohio","Disesases",1.1
"5824",2020,"January-March","Ohio","Pesticides",0.1
"5825",2020,"January-March","Ohio","Other",3
"5826",2020,"January-March","Ohio","Unknown",13.4
"5827",2020,"January-March","Oklahoma","Varroa mites",11.4
"5828",2020,"January-March","Oklahoma","Other pests/parasites",0.6
"5829",2020,"January-March","Oklahoma","Disesases",0.4
"5830",2020,"January-March","Oklahoma","Pesticides",0.5
"5831",2020,"January-March","Oklahoma","Other",0.4
"5832",2020,"January-March","Oklahoma","Unknown",0.3
"5833",2020,"January-March","Oregon","Varroa mites",24.4
"5834",2020,"January-March","Oregon","Other pests/parasites",10.4
"5835",2020,"January-March","Oregon","Disesases",10.8
"5836",2020,"January-March","Oregon","Pesticides",14.5
"5837",2020,"January-March","Oregon","Other",1.3
"5838",2020,"January-March","Oregon","Unknown",0.3
"5839",2020,"January-March","Pennsylvania","Varroa mites",15.5
"5840",2020,"January-March","Pennsylvania","Other pests/parasites",3.9
"5841",2020,"January-March","Pennsylvania","Disesases",2.8
"5842",2020,"January-March","Pennsylvania","Pesticides",1.8
"5843",2020,"January-March","Pennsylvania","Other",2.7
"5844",2020,"January-March","Pennsylvania","Unknown",3.2
"5845",2020,"January-March","South Carolina","Varroa mites",15.5
"5846",2020,"January-March","South Carolina","Other pests/parasites",11.5
"5847",2020,"January-March","South Carolina","Disesases",9.6
"5848",2020,"January-March","South Carolina","Pesticides",0.3
"5849",2020,"January-March","South Carolina","Other",6.4
"5850",2020,"January-March","South Carolina","Unknown",5.4
"5851",2020,"January-March","South Dakota","Varroa mites",14.7
"5852",2020,"January-March","South Dakota","Other pests/parasites",0.1
"5853",2020,"January-March","South Dakota","Disesases",NA
"5854",2020,"January-March","South Dakota","Pesticides",2.1
"5855",2020,"January-March","South Dakota","Other",0.3
"5856",2020,"January-March","South Dakota","Unknown",0.3
"5857",2020,"January-March","Tennessee","Varroa mites",18.9
"5858",2020,"January-March","Tennessee","Other pests/parasites",17.3
"5859",2020,"January-March","Tennessee","Disesases",1
"5860",2020,"January-March","Tennessee","Pesticides",NA
"5861",2020,"January-March","Tennessee","Other",4.1
"5862",2020,"January-March","Tennessee","Unknown",7.8
"5863",2020,"January-March","Texas","Varroa mites",12.2
"5864",2020,"January-March","Texas","Other pests/parasites",6.8
"5865",2020,"January-March","Texas","Disesases",1.3
"5866",2020,"January-March","Texas","Pesticides",3.4
"5867",2020,"January-March","Texas","Other",5.2
"5868",2020,"January-March","Texas","Unknown",4.6
"5869",2020,"January-March","Utah","Varroa mites",38.9
"5870",2020,"January-March","Utah","Other pests/parasites",17.2
"5871",2020,"January-March","Utah","Disesases",17.1
"5872",2020,"January-March","Utah","Pesticides",2.3
"5873",2020,"January-March","Utah","Other",15.7
"5874",2020,"January-March","Utah","Unknown",22.4
"5875",2020,"January-March","Vermont","Varroa mites",9.1
"5876",2020,"January-March","Vermont","Other pests/parasites",0.8
"5877",2020,"January-March","Vermont","Disesases",0.6
"5878",2020,"January-March","Vermont","Pesticides",0.9
"5879",2020,"January-March","Vermont","Other",2
"5880",2020,"January-March","Vermont","Unknown",3.1
"5881",2020,"January-March","Virginia","Varroa mites",17.5
"5882",2020,"January-March","Virginia","Other pests/parasites",10.6
"5883",2020,"January-March","Virginia","Disesases",0.3
"5884",2020,"January-March","Virginia","Pesticides",0.3
"5885",2020,"January-March","Virginia","Other",3.8
"5886",2020,"January-March","Virginia","Unknown",3.5
"5887",2020,"January-March","Washington","Varroa mites",1.7
"5888",2020,"January-March","Washington","Other pests/parasites",0.1
"5889",2020,"January-March","Washington","Disesases",0.1
"5890",2020,"January-March","Washington","Pesticides",0.5
"5891",2020,"January-March","Washington","Other",0.2
"5892",2020,"January-March","Washington","Unknown",0.3
"5893",2020,"January-March","West Virginia","Varroa mites",17.3
"5894",2020,"January-March","West Virginia","Other pests/parasites",7
"5895",2020,"January-March","West Virginia","Disesases",1.3
"5896",2020,"January-March","West Virginia","Pesticides",0.6
"5897",2020,"January-March","West Virginia","Other",2.6
"5898",2020,"January-March","West Virginia","Unknown",0.3
"5899",2020,"January-March","Wisconsin","Varroa mites",9
"5900",2020,"January-March","Wisconsin","Other pests/parasites",1.9
"5901",2020,"January-March","Wisconsin","Disesases",0.4
"5902",2020,"January-March","Wisconsin","Pesticides",NA
"5903",2020,"January-March","Wisconsin","Other",2.7
"5904",2020,"January-March","Wisconsin","Unknown",3.1
"5905",2020,"January-March","Wyoming","Varroa mites",0.2
"5906",2020,"January-March","Wyoming","Other pests/parasites",0.1
"5907",2020,"January-March","Wyoming","Disesases",0.1
"5908",2020,"January-March","Wyoming","Pesticides",NA
"5909",2020,"January-March","Wyoming","Other",0.8
"5910",2020,"January-March","Wyoming","Unknown",1.7
"5911",2020,"January-March","Other States","Varroa mites",5.5
"5912",2020,"January-March","Other States","Other pests/parasites",NA
"5913",2020,"January-March","Other States","Disesases",NA
"5914",2020,"January-March","Other States","Pesticides",NA
"5915",2020,"January-March","Other States","Other",0.7
"5916",2020,"January-March","Other States","Unknown",0.4
"5917",2020,"January-March","United States","Varroa mites",25.5
"5918",2020,"January-March","United States","Other pests/parasites",8
"5919",2020,"January-March","United States","Disesases",4.4
"5920",2020,"January-March","United States","Pesticides",5
"5921",2020,"January-March","United States","Other",5.6
"5922",2020,"January-March","United States","Unknown",5.4
"5923",2020,"April-June","Alabama","Varroa mites",28.5
"5924",2020,"April-June","Alabama","Other pests/parasites",18
"5925",2020,"April-June","Alabama","Disesases",1.6
"5926",2020,"April-June","Alabama","Pesticides",7.7
"5927",2020,"April-June","Alabama","Other",7.9
"5928",2020,"April-June","Alabama","Unknown",9.5
"5929",2020,"April-June","Arizona","Varroa mites",22.1
"5930",2020,"April-June","Arizona","Other pests/parasites",NA
"5931",2020,"April-June","Arizona","Disesases",NA
"5932",2020,"April-June","Arizona","Pesticides",4.2
"5933",2020,"April-June","Arizona","Other",5.5
"5934",2020,"April-June","Arizona","Unknown",0.6
"5935",2020,"April-June","Arkansas","Varroa mites",40.5
"5936",2020,"April-June","Arkansas","Other pests/parasites",15.3
"5937",2020,"April-June","Arkansas","Disesases",5.1
"5938",2020,"April-June","Arkansas","Pesticides",24.6
"5939",2020,"April-June","Arkansas","Other",2.1
"5940",2020,"April-June","Arkansas","Unknown",12.4
"5941",2020,"April-June","California","Varroa mites",33.4
"5942",2020,"April-June","California","Other pests/parasites",4.7
"5943",2020,"April-June","California","Disesases",3.9
"5944",2020,"April-June","California","Pesticides",5.4
"5945",2020,"April-June","California","Other",7.5
"5946",2020,"April-June","California","Unknown",3
"5947",2020,"April-June","Colorado","Varroa mites",35.4
"5948",2020,"April-June","Colorado","Other pests/parasites",0.1
"5949",2020,"April-June","Colorado","Disesases",0.1
"5950",2020,"April-June","Colorado","Pesticides",NA
"5951",2020,"April-June","Colorado","Other",0.5
"5952",2020,"April-June","Colorado","Unknown",2.5
"5953",2020,"April-June","Connecticut","Varroa mites",14.8
"5954",2020,"April-June","Connecticut","Other pests/parasites",2.1
"5955",2020,"April-June","Connecticut","Disesases",NA
"5956",2020,"April-June","Connecticut","Pesticides",NA
"5957",2020,"April-June","Connecticut","Other",0.1
"5958",2020,"April-June","Connecticut","Unknown",0.6
"5959",2020,"April-June","Florida","Varroa mites",31.4
"5960",2020,"April-June","Florida","Other pests/parasites",15.2
"5961",2020,"April-June","Florida","Disesases",3.2
"5962",2020,"April-June","Florida","Pesticides",5.5
"5963",2020,"April-June","Florida","Other",5.5
"5964",2020,"April-June","Florida","Unknown",7.5
"5965",2020,"April-June","Georgia","Varroa mites",49.2
"5966",2020,"April-June","Georgia","Other pests/parasites",20.2
"5967",2020,"April-June","Georgia","Disesases",7.1
"5968",2020,"April-June","Georgia","Pesticides",3
"5969",2020,"April-June","Georgia","Other",8.1
"5970",2020,"April-June","Georgia","Unknown",13.8
"5971",2020,"April-June","Hawaii","Varroa mites",43.1
"5972",2020,"April-June","Hawaii","Other pests/parasites",41.1
"5973",2020,"April-June","Hawaii","Disesases",1
"5974",2020,"April-June","Hawaii","Pesticides",NA
"5975",2020,"April-June","Hawaii","Other",1.1
"5976",2020,"April-June","Hawaii","Unknown",NA
"5977",2020,"April-June","Idaho","Varroa mites",44.2
"5978",2020,"April-June","Idaho","Other pests/parasites",10.9
"5979",2020,"April-June","Idaho","Disesases",11.1
"5980",2020,"April-June","Idaho","Pesticides",8.6
"5981",2020,"April-June","Idaho","Other",6.9
"5982",2020,"April-June","Idaho","Unknown",5.8
"5983",2020,"April-June","Illinois","Varroa mites",23.5
"5984",2020,"April-June","Illinois","Other pests/parasites",8.2
"5985",2020,"April-June","Illinois","Disesases",1
"5986",2020,"April-June","Illinois","Pesticides",8.3
"5987",2020,"April-June","Illinois","Other",11.9
"5988",2020,"April-June","Illinois","Unknown",4
"5989",2020,"April-June","Indiana","Varroa mites",26.8
"5990",2020,"April-June","Indiana","Other pests/parasites",12.5
"5991",2020,"April-June","Indiana","Disesases",1.8
"5992",2020,"April-June","Indiana","Pesticides",20.2
"5993",2020,"April-June","Indiana","Other",5.4
"5994",2020,"April-June","Indiana","Unknown",1.5
"5995",2020,"April-June","Iowa","Varroa mites",30.4
"5996",2020,"April-June","Iowa","Other pests/parasites",24.6
"5997",2020,"April-June","Iowa","Disesases",16.5
"5998",2020,"April-June","Iowa","Pesticides",0.8
"5999",2020,"April-June","Iowa","Other",3.5
"6000",2020,"April-June","Iowa","Unknown",0.5
"6001",2020,"April-June","Kansas","Varroa mites",68.4
"6002",2020,"April-June","Kansas","Other pests/parasites",34.1
"6003",2020,"April-June","Kansas","Disesases",24
"6004",2020,"April-June","Kansas","Pesticides",32.8
"6005",2020,"April-June","Kansas","Other",28.9
"6006",2020,"April-June","Kansas","Unknown",14.3
"6007",2020,"April-June","Kentucky","Varroa mites",18.3
"6008",2020,"April-June","Kentucky","Other pests/parasites",10.9
"6009",2020,"April-June","Kentucky","Disesases",0.2
"6010",2020,"April-June","Kentucky","Pesticides",1.2
"6011",2020,"April-June","Kentucky","Other",2.9
"6012",2020,"April-June","Kentucky","Unknown",3.2
"6013",2020,"April-June","Louisiana","Varroa mites",23.7
"6014",2020,"April-June","Louisiana","Other pests/parasites",4.7
"6015",2020,"April-June","Louisiana","Disesases",0.5
"6016",2020,"April-June","Louisiana","Pesticides",0.1
"6017",2020,"April-June","Louisiana","Other",3.5
"6018",2020,"April-June","Louisiana","Unknown",1.3
"6019",2020,"April-June","Maine","Varroa mites",12.1
"6020",2020,"April-June","Maine","Other pests/parasites",0.2
"6021",2020,"April-June","Maine","Disesases",6.9
"6022",2020,"April-June","Maine","Pesticides",NA
"6023",2020,"April-June","Maine","Other",0.5
"6024",2020,"April-June","Maine","Unknown",NA
"6025",2020,"April-June","Maryland","Varroa mites",12
"6026",2020,"April-June","Maryland","Other pests/parasites",1.1
"6027",2020,"April-June","Maryland","Disesases",0.1
"6028",2020,"April-June","Maryland","Pesticides",1.1
"6029",2020,"April-June","Maryland","Other",3.2
"6030",2020,"April-June","Maryland","Unknown",0.5
"6031",2020,"April-June","Massachusetts","Varroa mites",14.7
"6032",2020,"April-June","Massachusetts","Other pests/parasites",2.1
"6033",2020,"April-June","Massachusetts","Disesases",0.3
"6034",2020,"April-June","Massachusetts","Pesticides",0.4
"6035",2020,"April-June","Massachusetts","Other",1.1
"6036",2020,"April-June","Massachusetts","Unknown",0.4
"6037",2020,"April-June","Michigan","Varroa mites",38
"6038",2020,"April-June","Michigan","Other pests/parasites",11.5
"6039",2020,"April-June","Michigan","Disesases",2.2
"6040",2020,"April-June","Michigan","Pesticides",6
"6041",2020,"April-June","Michigan","Other",3.2
"6042",2020,"April-June","Michigan","Unknown",1.1
"6043",2020,"April-June","Minnesota","Varroa mites",20.6
"6044",2020,"April-June","Minnesota","Other pests/parasites",2.9
"6045",2020,"April-June","Minnesota","Disesases",0.7
"6046",2020,"April-June","Minnesota","Pesticides",8.8
"6047",2020,"April-June","Minnesota","Other",4.4
"6048",2020,"April-June","Minnesota","Unknown",0.4
"6049",2020,"April-June","Mississippi","Varroa mites",51.2
"6050",2020,"April-June","Mississippi","Other pests/parasites",36.8
"6051",2020,"April-June","Mississippi","Disesases",NA
"6052",2020,"April-June","Mississippi","Pesticides",0.9
"6053",2020,"April-June","Mississippi","Other",8.4
"6054",2020,"April-June","Mississippi","Unknown",0.2
"6055",2020,"April-June","Missouri","Varroa mites",17.4
"6056",2020,"April-June","Missouri","Other pests/parasites",1.5
"6057",2020,"April-June","Missouri","Disesases",5.7
"6058",2020,"April-June","Missouri","Pesticides",3.1
"6059",2020,"April-June","Missouri","Other",11.2
"6060",2020,"April-June","Missouri","Unknown",1.9
"6061",2020,"April-June","Montana","Varroa mites",12.1
"6062",2020,"April-June","Montana","Other pests/parasites",5.6
"6063",2020,"April-June","Montana","Disesases",5.9
"6064",2020,"April-June","Montana","Pesticides",NA
"6065",2020,"April-June","Montana","Other",4.6
"6066",2020,"April-June","Montana","Unknown",0.3
"6067",2020,"April-June","Nebraska","Varroa mites",15.8
"6068",2020,"April-June","Nebraska","Other pests/parasites",1
"6069",2020,"April-June","Nebraska","Disesases",4.4
"6070",2020,"April-June","Nebraska","Pesticides",10.9
"6071",2020,"April-June","Nebraska","Other",0.1
"6072",2020,"April-June","Nebraska","Unknown",2.6
"6073",2020,"April-June","New Jersey","Varroa mites",7.2
"6074",2020,"April-June","New Jersey","Other pests/parasites",0.8
"6075",2020,"April-June","New Jersey","Disesases",22.1
"6076",2020,"April-June","New Jersey","Pesticides",0.1
"6077",2020,"April-June","New Jersey","Other",22.3
"6078",2020,"April-June","New Jersey","Unknown",0.1
"6079",2020,"April-June","New Mexico","Varroa mites",3
"6080",2020,"April-June","New Mexico","Other pests/parasites",0.4
"6081",2020,"April-June","New Mexico","Disesases",0.3
"6082",2020,"April-June","New Mexico","Pesticides",0.4
"6083",2020,"April-June","New Mexico","Other",0.4
"6084",2020,"April-June","New Mexico","Unknown",0.1
"6085",2020,"April-June","New York","Varroa mites",21.2
"6086",2020,"April-June","New York","Other pests/parasites",2.6
"6087",2020,"April-June","New York","Disesases",0.6
"6088",2020,"April-June","New York","Pesticides",0.2
"6089",2020,"April-June","New York","Other",3.6
"6090",2020,"April-June","New York","Unknown",0.6
"6091",2020,"April-June","North Carolina","Varroa mites",23
"6092",2020,"April-June","North Carolina","Other pests/parasites",5.5
"6093",2020,"April-June","North Carolina","Disesases",1.9
"6094",2020,"April-June","North Carolina","Pesticides",NA
"6095",2020,"April-June","North Carolina","Other",1.8
"6096",2020,"April-June","North Carolina","Unknown",1.4
"6097",2020,"April-June","North Dakota","Varroa mites",25.7
"6098",2020,"April-June","North Dakota","Other pests/parasites",1.7
"6099",2020,"April-June","North Dakota","Disesases",2.6
"6100",2020,"April-June","North Dakota","Pesticides",3
"6101",2020,"April-June","North Dakota","Other",2.9
"6102",2020,"April-June","North Dakota","Unknown",1.5
"6103",2020,"April-June","Ohio","Varroa mites",23.8
"6104",2020,"April-June","Ohio","Other pests/parasites",12
"6105",2020,"April-June","Ohio","Disesases",6.2
"6106",2020,"April-June","Ohio","Pesticides",5.8
"6107",2020,"April-June","Ohio","Other",7.3
"6108",2020,"April-June","Ohio","Unknown",13.3
"6109",2020,"April-June","Oklahoma","Varroa mites",14.8
"6110",2020,"April-June","Oklahoma","Other pests/parasites",3.9
"6111",2020,"April-June","Oklahoma","Disesases",0.4
"6112",2020,"April-June","Oklahoma","Pesticides",0.9
"6113",2020,"April-June","Oklahoma","Other",18.1
"6114",2020,"April-June","Oklahoma","Unknown",5.1
"6115",2020,"April-June","Oregon","Varroa mites",28
"6116",2020,"April-June","Oregon","Other pests/parasites",1.7
"6117",2020,"April-June","Oregon","Disesases",7.5
"6118",2020,"April-June","Oregon","Pesticides",2.2
"6119",2020,"April-June","Oregon","Other",5.9
"6120",2020,"April-June","Oregon","Unknown",0.7
"6121",2020,"April-June","Pennsylvania","Varroa mites",27.3
"6122",2020,"April-June","Pennsylvania","Other pests/parasites",2.7
"6123",2020,"April-June","Pennsylvania","Disesases",1.4
"6124",2020,"April-June","Pennsylvania","Pesticides",0.3
"6125",2020,"April-June","Pennsylvania","Other",3.4
"6126",2020,"April-June","Pennsylvania","Unknown",1.3
"6127",2020,"April-June","South Carolina","Varroa mites",27.4
"6128",2020,"April-June","South Carolina","Other pests/parasites",5.8
"6129",2020,"April-June","South Carolina","Disesases",0.5
"6130",2020,"April-June","South Carolina","Pesticides",NA
"6131",2020,"April-June","South Carolina","Other",5.3
"6132",2020,"April-June","South Carolina","Unknown",0.4
"6133",2020,"April-June","South Dakota","Varroa mites",53.4
"6134",2020,"April-June","South Dakota","Other pests/parasites",31.4
"6135",2020,"April-June","South Dakota","Disesases",4.8
"6136",2020,"April-June","South Dakota","Pesticides",0.4
"6137",2020,"April-June","South Dakota","Other",37.5
"6138",2020,"April-June","South Dakota","Unknown",5.3
"6139",2020,"April-June","Tennessee","Varroa mites",31.2
"6140",2020,"April-June","Tennessee","Other pests/parasites",7.8
"6141",2020,"April-June","Tennessee","Disesases",0.2
"6142",2020,"April-June","Tennessee","Pesticides",6.8
"6143",2020,"April-June","Tennessee","Other",3.3
"6144",2020,"April-June","Tennessee","Unknown",3
"6145",2020,"April-June","Texas","Varroa mites",30.2
"6146",2020,"April-June","Texas","Other pests/parasites",7.7
"6147",2020,"April-June","Texas","Disesases",3.3
"6148",2020,"April-June","Texas","Pesticides",4.6
"6149",2020,"April-June","Texas","Other",5.7
"6150",2020,"April-June","Texas","Unknown",5.8
"6151",2020,"April-June","Utah","Varroa mites",38.4
"6152",2020,"April-June","Utah","Other pests/parasites",NA
"6153",2020,"April-June","Utah","Disesases",0.3
"6154",2020,"April-June","Utah","Pesticides",13.1
"6155",2020,"April-June","Utah","Other",0.1
"6156",2020,"April-June","Utah","Unknown",7.7
"6157",2020,"April-June","Vermont","Varroa mites",10.7
"6158",2020,"April-June","Vermont","Other pests/parasites",0.5
"6159",2020,"April-June","Vermont","Disesases",0.1
"6160",2020,"April-June","Vermont","Pesticides",NA
"6161",2020,"April-June","Vermont","Other",1.1
"6162",2020,"April-June","Vermont","Unknown",NA
"6163",2020,"April-June","Virginia","Varroa mites",33.7
"6164",2020,"April-June","Virginia","Other pests/parasites",7.9
"6165",2020,"April-June","Virginia","Disesases",0.3
"6166",2020,"April-June","Virginia","Pesticides",0.4
"6167",2020,"April-June","Virginia","Other",7.9
"6168",2020,"April-June","Virginia","Unknown",1.1
"6169",2020,"April-June","Washington","Varroa mites",10.6
"6170",2020,"April-June","Washington","Other pests/parasites",NA
"6171",2020,"April-June","Washington","Disesases",0.7
"6172",2020,"April-June","Washington","Pesticides",1
"6173",2020,"April-June","Washington","Other",1.3
"6174",2020,"April-June","Washington","Unknown",0.4
"6175",2020,"April-June","West Virginia","Varroa mites",46.2
"6176",2020,"April-June","West Virginia","Other pests/parasites",1.8
"6177",2020,"April-June","West Virginia","Disesases",0.7
"6178",2020,"April-June","West Virginia","Pesticides",0.5
"6179",2020,"April-June","West Virginia","Other",2.8
"6180",2020,"April-June","West Virginia","Unknown",1.9
"6181",2020,"April-June","Wisconsin","Varroa mites",46.1
"6182",2020,"April-June","Wisconsin","Other pests/parasites",27.3
"6183",2020,"April-June","Wisconsin","Disesases",25
"6184",2020,"April-June","Wisconsin","Pesticides",25.1
"6185",2020,"April-June","Wisconsin","Other",25.8
"6186",2020,"April-June","Wisconsin","Unknown",26.1
"6187",2020,"April-June","Wyoming","Varroa mites",28.8
"6188",2020,"April-June","Wyoming","Other pests/parasites",NA
"6189",2020,"April-June","Wyoming","Disesases",0.1
"6190",2020,"April-June","Wyoming","Pesticides",1.1
"6191",2020,"April-June","Wyoming","Other",3.5
"6192",2020,"April-June","Wyoming","Unknown",1.2
"6193",2020,"April-June","Other States","Varroa mites",16.8
"6194",2020,"April-June","Other States","Other pests/parasites",1.1
"6195",2020,"April-June","Other States","Disesases",0.7
"6196",2020,"April-June","Other States","Pesticides",NA
"6197",2020,"April-June","Other States","Other",0.3
"6198",2020,"April-June","Other States","Unknown",0.3
"6199",2020,"April-June","United States","Varroa mites",42.3
"6200",2020,"April-June","United States","Other pests/parasites",12.2
